,Invoice ID,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,cogs,Total,Date,Time,Payment,Rating
208,573-58-9734,Đà Nẵng,Normal,Nữ,Fashion accessories,30.37,3,4.5555,91.11,95.67,3/28/19,13:41,Ewallet,9
209,817-69-8206,Đà Nẵng,Normal,Nữ,Electronic accessories,99.73,9,44.8785,897.57,942.45,3/2/19,19:42,Credit card,6
210,888-02-0338,TP HCM,Normal,Nam,Electronic accessories,26.23,9,11.8035,236.07,247.87,1/25/19,20:24,Ewallet,7
211,677-11-0152,TP HCM,Normal,Nữ,Food and beverages,93.26,9,41.967,839.34,881.31,1/16/19,18:08,Cash,6
212,142-63-6033,Đà Nẵng,Normal,Nam,Home and lifestyle,92.36,5,23.09,461.8,484.89,3/20/19,19:17,Ewallet,7
213,656-16-1063,Đà Nẵng,Normal,Nam,Sports and travel,46.42,3,6.963,139.26,146.22,1/4/19,13:24,Credit card,6
214,891-58-8335,Đà Nẵng,Member,Nữ,Sports and travel,29.61,7,10.3635,207.27,217.63,3/11/19,15:53,Cash,8
215,802-43-8934,TP HCM,Normal,Nam,Home and lifestyle,18.28,1,0.914,18.28,19.19,3/22/19,15:05,Credit card,8
216,560-30-5617,TP HCM,Normal,Nữ,Sports and travel,24.77,5,6.1925,123.85,130.04,3/24/19,18:27,Cash,8
217,319-74-2561,TP HCM,Member,Nữ,Electronic accessories,94.64,3,14.196,283.92,298.12,2/21/19,16:55,Cash,7
218,549-03-9315,Đà Nẵng,Normal,Nam,Fashion accessories,94.87,8,37.948,758.96,796.91,2/12/19,12:58,Ewallet,7
219,790-29-1172,Đà Nẵng,Normal,Nữ,Food and beverages,57.34,3,8.601,172.02,180.62,3/10/19,18:59,Credit card,9
220,239-36-3640,Đà Nẵng,Normal,Nam,Electronic accessories,45.35,6,13.605,272.1,285.71,1/31/19,13:44,Ewallet,8
221,468-01-2051,Đà Nẵng,Normal,Nam,Food and beverages,62.08,7,21.728,434.56,456.29,3/6/19,13:46,Ewallet,8
222,389-25-3394,TP HCM,Normal,Nam,Electronic accessories,11.81,5,2.9525,59.05,62,2/17/19,18:06,Cash,7
223,279-62-1445,TP HCM,Member,Nữ,Fashion accessories,12.54,1,0.627,12.54,13.17,2/21/19,12:38,Cash,9
224,213-72-6612,TP HCM,Normal,Nam,Food and beverages,43.25,2,4.325,86.5,90.83,3/20/19,15:56,Cash,7
225,746-68-6593,TP HCM,Member,Nữ,Sports and travel,87.16,2,8.716,174.32,183.04,1/11/19,14:29,Credit card,9
226,836-82-5858,TP HCM,Member,Nam,Health and beauty,69.37,9,31.2165,624.33,655.55,1/26/19,19:14,Ewallet,6
227,583-72-1480,TP HCM,Member,Nam,Electronic accessories,37.06,4,7.412,148.24,155.65,1/31/19,16:24,Ewallet,7
228,466-61-5506,TP HCM,Member,Nữ,Electronic accessories,90.7,6,27.21,544.2,571.41,2/26/19,10:52,Cash,6
229,721-86-6247,Hà Nội,Normal,Nữ,Home and lifestyle,63.42,8,25.368,507.36,532.73,3/11/19,12:55,Ewallet,7
230,289-65-5721,Đà Nẵng,Normal,Nữ,Fashion accessories,81.37,2,8.137,162.74,170.88,1/26/19,19:28,Cash,8
231,545-46-3100,Đà Nẵng,Member,Nữ,Electronic accessories,10.59,3,1.5885,31.77,33.36,3/12/19,13:52,Credit card,8
232,418-02-5978,Đà Nẵng,Normal,Nữ,Health and beauty,84.09,9,37.8405,756.81,794.65,2/11/19,10:54,Cash,6
233,269-04-5750,Đà Nẵng,Member,Nam,Fashion accessories,73.82,4,14.764,295.28,310.04,2/21/19,18:31,Cash,7
234,157-13-5295,Hà Nội,Member,Nam,Health and beauty,51.94,10,25.97,519.4,545.37,3/9/19,18:24,Ewallet,8
235,645-78-8093,Hà Nội,Normal,Nữ,Sports and travel,93.14,2,9.314,186.28,195.59,1/20/19,18:09,Ewallet,7
236,211-30-9270,TP HCM,Normal,Nam,Health and beauty,17.41,5,4.3525,87.05,91.4,1/28/19,15:16,Credit card,8
237,755-12-3214,TP HCM,Member,Nữ,Fashion accessories,44.22,5,11.055,221.1,232.16,3/5/19,17:07,Credit card,8
238,346-84-3103,TP HCM,Member,Nữ,Electronic accessories,13.22,5,3.305,66.1,69.41,3/2/19,19:26,Cash,8
239,478-06-7835,Hà Nội,Normal,Nam,Fashion accessories,89.69,1,4.4845,89.69,94.17,1/11/19,11:20,Ewallet,7
240,540-11-4336,Hà Nội,Normal,Nam,Food and beverages,24.94,9,11.223,224.46,235.68,1/11/19,16:49,Credit card,8
241,448-81-5016,Hà Nội,Normal,Nam,Health and beauty,59.77,2,5.977,119.54,125.52,3/11/19,12:01,Credit card,8
242,142-72-4741,TP HCM,Member,Nam,Fashion accessories,93.2,2,9.32,186.4,195.72,2/28/19,18:37,Credit card,7
243,217-58-1179,Hà Nội,Member,Nam,Home and lifestyle,62.65,4,12.53,250.6,263.13,1/5/19,11:25,Cash,7
244,376-02-8238,Đà Nẵng,Normal,Nam,Home and lifestyle,93.87,8,37.548,750.96,788.51,2/2/19,18:42,Credit card,6
245,530-90-9855,Hà Nội,Member,Nam,Home and lifestyle,47.59,8,19.036,380.72,399.76,1/1/19,14:47,Cash,8
246,866-05-7563,Đà Nẵng,Member,Nữ,Electronic accessories,81.4,3,12.21,244.2,256.41,2/9/19,19:43,Cash,7
247,604-70-6476,Hà Nội,Member,Nam,Fashion accessories,17.94,5,4.485,89.7,94.19,1/23/19,14:04,Ewallet,8
248,799-71-1548,Hà Nội,Member,Nam,Electronic accessories,77.72,4,15.544,310.88,326.42,1/7/19,16:11,Credit card,7
249,785-13-7708,Đà Nẵng,Normal,Nam,Food and beverages,73.06,7,25.571,511.42,536.99,1/14/19,19:06,Credit card,7
250,845-51-0542,Đà Nẵng,Member,Nam,Food and beverages,46.55,9,20.9475,418.95,439.9,2/2/19,15:34,Ewallet,7
251,662-47-5456,TP HCM,Member,Nam,Fashion accessories,35.19,10,17.595,351.9,369.5,3/17/19,19:06,Credit card,8
252,883-17-4236,TP HCM,Normal,Nữ,Sports and travel,14.39,2,1.439,28.78,30.22,3/2/19,19:44,Credit card,9
253,290-68-2984,Hà Nội,Normal,Nam,Home and lifestyle,23.75,4,4.75,95,99.75,3/16/19,11:22,Cash,10
254,704-11-6354,Hà Nội,Member,Nam,Home and lifestyle,58.9,8,23.56,471.2,494.76,1/6/19,11:23,Cash,8
255,110-48-7033,Đà Nẵng,Member,Nam,Fashion accessories,32.62,4,6.524,130.48,137,1/29/19,14:12,Cash,8
256,366-93-0948,Hà Nội,Member,Nam,Electronic accessories,66.35,1,3.3175,66.35,69.67,1/31/19,10:46,Credit card,8
257,729-09-9681,Hà Nội,Member,Nam,Home and lifestyle,25.91,6,7.773,155.46,163.23,2/5/19,10:16,Ewallet,8
258,151-16-1484,Hà Nội,Member,Nam,Electronic accessories,32.25,4,6.45,129,135.45,2/13/19,12:38,Ewallet,7
259,380-94-4661,TP HCM,Member,Nam,Electronic accessories,65.94,4,13.188,263.76,276.95,2/7/19,13:05,Credit card,7
260,850-41-9669,TP HCM,Normal,Nữ,Electronic accessories,75.06,9,33.777,675.54,709.32,3/19/19,13:25,Ewallet,6
261,821-07-3596,TP HCM,Normal,Nữ,Fashion accessories,16.45,4,3.29,65.8,69.09,3/7/19,14:53,Ewallet,9
262,655-85-5130,Đà Nẵng,Member,Nữ,Fashion accessories,38.3,4,7.66,153.2,160.86,3/13/19,19:22,Cash,6
263,447-15-7839,TP HCM,Member,Nữ,Sports and travel,22.24,10,11.12,222.4,233.52,2/9/19,11:00,Cash,8
264,154-74-7179,Đà Nẵng,Normal,Nam,Sports and travel,54.45,1,2.7225,54.45,57.17,2/26/19,19:24,Ewallet,9
265,253-12-6086,Hà Nội,Member,Nữ,Sports and travel,98.4,7,34.44,688.8,723.24,3/12/19,12:43,Credit card,5
266,808-65-0703,TP HCM,Normal,Nam,Home and lifestyle,35.47,4,7.094,141.88,148.97,3/14/19,17:22,Credit card,9
267,571-94-0759,Đà Nẵng,Member,Nữ,Food and beverages,74.6,10,37.3,746,783.3,1/8/19,20:55,Cash,6
268,144-51-6085,Hà Nội,Member,Nam,Home and lifestyle,70.74,4,14.148,282.96,297.11,1/5/19,16:05,Credit card,7
269,731-14-2199,Hà Nội,Member,Nữ,Home and lifestyle,35.54,10,17.77,355.4,373.17,1/4/19,13:34,Ewallet,7
270,783-09-1637,Đà Nẵng,Normal,Nữ,Sports and travel,67.43,5,16.8575,337.15,354.01,3/6/19,18:13,Ewallet,7
271,687-15-1097,TP HCM,Member,Nữ,Health and beauty,21.12,2,2.112,42.24,44.35,1/3/19,19:17,Cash,8
272,126-54-1082,Hà Nội,Member,Nữ,Home and lifestyle,21.54,9,9.693,193.86,203.55,1/7/19,11:44,Credit card,8
273,633-91-1052,Hà Nội,Normal,Nữ,Home and lifestyle,12.03,2,1.203,24.06,25.26,1/27/19,15:51,Cash,10
274,477-24-6490,Đà Nẵng,Normal,Nữ,Health and beauty,99.71,6,29.913,598.26,628.17,2/26/19,16:52,Ewallet,6
275,566-19-5475,TP HCM,Normal,Nam,Fashion accessories,47.97,7,16.7895,335.79,352.58,1/7/19,20:52,Cash,7
276,526-86-8552,TP HCM,Member,Nữ,Home and lifestyle,21.82,10,10.91,218.2,229.11,1/7/19,17:36,Cash,7
277,376-56-3573,TP HCM,Normal,Nữ,Fashion accessories,95.42,4,19.084,381.68,400.76,2/2/19,13:23,Ewallet,6
278,537-72-0426,TP HCM,Member,Nam,Fashion accessories,70.99,10,35.495,709.9,745.4,3/20/19,16:28,Cash,5
279,828-61-5674,Hà Nội,Member,Nam,Sports and travel,44.02,10,22.01,440.2,462.21,3/20/19,19:57,Credit card,6
280,136-08-6195,Hà Nội,Normal,Nữ,Home and lifestyle,69.96,8,27.984,559.68,587.66,2/15/19,17:01,Credit card,6
281,523-38-0215,TP HCM,Normal,Nam,Home and lifestyle,37,1,1.85,37,38.85,3/6/19,13:29,Credit card,7
282,490-29-1201,Hà Nội,Normal,Nữ,Sports and travel,15.34,1,0.767,15.34,16.11,1/6/19,11:09,Cash,7
283,667-92-0055,Hà Nội,Member,Nam,Health and beauty,99.83,6,29.949,598.98,628.93,3/4/19,15:02,Ewallet,7
284,565-17-3836,Hà Nội,Member,Nữ,Health and beauty,47.67,4,9.534,190.68,200.21,3/12/19,14:21,Cash,7
285,498-41-1961,Đà Nẵng,Normal,Nam,Health and beauty,66.68,5,16.67,333.4,350.07,2/20/19,18:01,Cash,8
286,593-95-4461,TP HCM,Member,Nam,Home and lifestyle,74.86,1,3.743,74.86,78.6,3/24/19,14:49,Cash,9
287,226-71-3580,TP HCM,Normal,Nữ,Sports and travel,23.75,9,10.6875,213.75,224.44,1/31/19,12:02,Cash,8
288,283-79-9594,Đà Nẵng,Normal,Nữ,Food and beverages,48.51,7,16.9785,339.57,356.55,1/25/19,13:30,Credit card,6
289,430-60-3493,TP HCM,Member,Nữ,Home and lifestyle,94.88,7,33.208,664.16,697.37,2/3/19,14:38,Cash,6
290,139-20-0155,Đà Nẵng,Member,Nam,Electronic accessories,40.3,10,20.15,403,423.15,1/24/19,17:37,Credit card,8
291,558-80-4082,TP HCM,Normal,Nam,Electronic accessories,27.85,7,9.7475,194.95,204.7,3/14/19,17:20,Ewallet,9
292,278-97-7759,Hà Nội,Member,Nữ,Electronic accessories,62.48,1,3.124,62.48,65.6,2/18/19,20:29,Cash,8
293,316-68-6352,Hà Nội,Member,Nữ,Food and beverages,36.36,2,3.636,72.72,76.36,1/21/19,10:00,Cash,9
294,585-03-5943,Đà Nẵng,Normal,Nam,Health and beauty,18.11,10,9.055,181.1,190.16,3/13/19,11:46,Ewallet,6
295,211-05-0490,TP HCM,Member,Nữ,Electronic accessories,51.92,5,12.98,259.6,272.58,3/3/19,13:42,Cash,7
296,727-75-6477,TP HCM,Normal,Nam,Electronic accessories,28.84,4,5.768,115.36,121.13,3/29/19,14:44,Cash,8
297,744-02-5987,Hà Nội,Member,Nam,Home and lifestyle,78.38,6,23.514,470.28,493.79,1/10/19,14:16,Ewallet,7
298,307-83-9164,Hà Nội,Member,Nam,Home and lifestyle,60.01,4,12.002,240.04,252.04,1/25/19,15:54,Cash,8
299,779-06-0012,TP HCM,Member,Nữ,Home and lifestyle,88.61,1,4.4305,88.61,93.04,1/19/19,10:21,Cash,8
300,446-47-6729,TP HCM,Normal,Nam,Fashion accessories,99.82,2,9.982,199.64,209.62,1/2/19,18:09,Credit card,9
301,573-10-3877,TP HCM,Member,Nam,Health and beauty,39.01,1,1.9505,39.01,40.96,3/12/19,16:46,Credit card,7
302,735-06-4124,TP HCM,Normal,Nam,Food and beverages,48.61,1,2.4305,48.61,51.04,2/25/19,15:31,Cash,6
303,439-54-7422,Hà Nội,Normal,Nữ,Electronic accessories,51.19,4,10.238,204.76,215,3/18/19,17:15,Credit card,8
304,396-90-2219,TP HCM,Normal,Nữ,Electronic accessories,14.96,8,5.984,119.68,125.66,2/23/19,12:29,Cash,9
305,411-77-0180,Hà Nội,Member,Nam,Electronic accessories,72.2,7,25.27,505.4,530.67,3/26/19,20:14,Ewallet,7
306,286-01-5402,Hà Nội,Normal,Nữ,Sports and travel,40.23,7,14.0805,281.61,295.69,3/30/19,13:22,Cash,8
307,803-17-8013,Hà Nội,Member,Nữ,Home and lifestyle,88.79,8,35.516,710.32,745.84,2/17/19,17:09,Cash,6
308,512-98-1403,Hà Nội,Member,Nữ,Electronic accessories,26.48,3,3.972,79.44,83.41,3/21/19,10:40,Ewallet,8
309,848-42-2560,Hà Nội,Normal,Nữ,Fashion accessories,81.91,2,8.191,163.82,172.01,3/5/19,17:43,Cash,7
310,532-59-7201,TP HCM,Member,Nam,Sports and travel,79.93,6,23.979,479.58,503.56,1/31/19,14:04,Cash,7
311,181-94-6432,TP HCM,Member,Nam,Fashion accessories,69.33,2,6.933,138.66,145.59,2/5/19,19:05,Ewallet,8
312,870-76-1733,Hà Nội,Member,Nữ,Food and beverages,14.23,5,3.5575,71.15,74.71,2/1/19,10:08,Credit card,8
313,423-64-4619,Hà Nội,Member,Nữ,Health and beauty,15.55,9,6.9975,139.95,146.95,3/7/19,13:12,Cash,9
314,227-07-4446,TP HCM,Member,Nữ,Electronic accessories,78.13,10,39.065,781.3,820.37,2/10/19,20:51,Cash,5
315,174-36-3675,TP HCM,Member,Nam,Food and beverages,99.37,2,9.937,198.74,208.68,2/14/19,17:29,Cash,6
316,428-83-5800,TP HCM,Member,Nữ,Food and beverages,21.08,3,3.162,63.24,66.4,2/9/19,10:25,Cash,9
317,603-07-0961,TP HCM,Member,Nam,Electronic accessories,74.79,5,18.6975,373.95,392.65,1/10/19,11:34,Cash,7
318,704-20-4138,TP HCM,Member,Nữ,Health and beauty,29.67,7,10.3845,207.69,218.07,3/11/19,18:58,Credit card,8
319,787-15-1757,TP HCM,Member,Nam,Health and beauty,44.07,4,8.814,176.28,185.09,2/18/19,16:28,Ewallet,7
320,649-11-3678,TP HCM,Normal,Nữ,Food and beverages,22.93,9,10.3185,206.37,216.69,2/26/19,20:26,Cash,8
321,622-20-1945,TP HCM,Normal,Nữ,Health and beauty,39.42,1,1.971,39.42,41.39,1/18/19,15:08,Cash,8
322,372-94-8041,Hà Nội,Normal,Nam,Health and beauty,15.26,6,4.578,91.56,96.14,2/15/19,18:03,Ewallet,8
323,563-91-7120,Hà Nội,Normal,Nữ,Fashion accessories,61.77,5,15.4425,308.85,324.29,3/8/19,13:21,Cash,8
324,746-54-5508,Hà Nội,Normal,Nam,Home and lifestyle,21.52,6,6.456,129.12,135.58,1/17/19,12:48,Credit card,8
325,276-54-0879,TP HCM,Normal,Nam,Sports and travel,97.74,4,19.548,390.96,410.51,3/12/19,19:53,Ewallet,7
326,815-11-1168,TP HCM,Member,Nam,Food and beverages,99.78,5,24.945,498.9,523.85,3/9/19,19:09,Cash,7
327,719-76-3868,TP HCM,Member,Nam,Food and beverages,94.26,4,18.852,377.04,395.89,3/12/19,16:30,Cash,8
328,730-61-8757,TP HCM,Member,Nam,Health and beauty,51.13,4,10.226,204.52,214.75,1/25/19,10:11,Credit card,7
329,340-66-0321,TP HCM,Member,Nam,Electronic accessories,36.36,4,7.272,145.44,152.71,3/25/19,13:07,Cash,6
330,868-81-1752,TP HCM,Normal,Nam,Home and lifestyle,22.02,9,9.909,198.18,208.09,2/7/19,18:48,Cash,7
331,634-97-8956,Hà Nội,Normal,Nam,Food and beverages,32.9,3,4.935,98.7,103.64,2/17/19,17:27,Credit card,7
332,566-71-1091,Hà Nội,Normal,Nam,Fashion accessories,77.02,5,19.255,385.1,404.36,2/3/19,15:59,Cash,7
333,442-48-3607,Hà Nội,Member,Nam,Food and beverages,23.48,2,2.348,46.96,49.31,3/14/19,11:21,Credit card,9
334,835-16-0096,TP HCM,Member,Nam,Sports and travel,14.7,5,3.675,73.5,77.18,3/24/19,13:48,Ewallet,8
335,527-09-6272,Hà Nội,Member,Nữ,Electronic accessories,28.45,5,7.1125,142.25,149.36,3/21/19,10:17,Credit card,10
336,898-04-2717,Hà Nội,Normal,Nam,Fashion accessories,76.4,9,34.38,687.6,721.98,3/19/19,15:49,Ewallet,6
337,692-27-8933,TP HCM,Normal,Nữ,Sports and travel,57.95,6,17.385,347.7,365.09,2/24/19,13:02,Cash,7
338,633-09-3463,TP HCM,Normal,Nữ,Electronic accessories,47.65,3,7.1475,142.95,150.1,3/28/19,12:58,Credit card,8
339,374-17-3652,Đà Nẵng,Member,Nữ,Food and beverages,42.82,9,19.269,385.38,404.65,2/5/19,15:26,Credit card,7
340,378-07-7001,Đà Nẵng,Member,Nam,Electronic accessories,48.09,3,7.2135,144.27,151.48,2/10/19,18:23,Credit card,9
341,433-75-6987,Đà Nẵng,Member,Nữ,Health and beauty,55.97,7,19.5895,391.79,411.38,3/5/19,19:06,Ewallet,7
342,873-95-4984,Đà Nẵng,Member,Nữ,Health and beauty,76.9,7,26.915,538.3,565.22,2/15/19,20:21,Cash,6
343,416-13-5917,TP HCM,Normal,Nữ,Food and beverages,97.03,5,24.2575,485.15,509.41,1/30/19,16:24,Ewallet,6
344,150-89-8043,Hà Nội,Normal,Nam,Sports and travel,44.65,3,6.6975,133.95,140.65,2/14/19,15:04,Cash,8
345,135-84-8019,Hà Nội,Normal,Nữ,Fashion accessories,77.93,9,35.0685,701.37,736.44,2/27/19,16:10,Ewallet,6
346,441-94-7118,Hà Nội,Member,Nam,Electronic accessories,71.95,1,3.5975,71.95,75.55,2/4/19,12:14,Cash,8
347,725-96-3778,TP HCM,Member,Nữ,Home and lifestyle,89.25,8,35.7,714,749.7,1/20/19,10:13,Cash,6
348,531-80-1784,TP HCM,Normal,Nam,Electronic accessories,26.02,7,9.107,182.14,191.25,3/28/19,17:38,Cash,8
349,400-45-1220,Đà Nẵng,Normal,Nữ,Health and beauty,13.5,10,6.75,135,141.75,2/27/19,11:06,Credit card,7
350,860-79-0874,TP HCM,Member,Nữ,Fashion accessories,99.3,10,49.65,993,1042.65,2/15/19,14:53,Credit card,5
351,834-61-8124,TP HCM,Normal,Nam,Electronic accessories,51.69,7,18.0915,361.83,379.92,1/26/19,18:22,Cash,8
352,115-99-4379,Đà Nẵng,Member,Nữ,Fashion accessories,54.73,7,19.1555,383.11,402.27,3/14/19,19:02,Credit card,6
353,565-67-6697,Đà Nẵng,Member,Nam,Home and lifestyle,27,9,12.15,243,255.15,3/2/19,14:16,Cash,8
354,320-49-6392,TP HCM,Normal,Nữ,Electronic accessories,30.24,1,1.512,30.24,31.75,3/4/19,15:44,Cash,9
355,889-04-9723,Đà Nẵng,Member,Nữ,Food and beverages,89.14,4,17.828,356.56,374.39,1/7/19,12:20,Credit card,8
356,632-90-0281,TP HCM,Normal,Nữ,Fashion accessories,37.55,10,18.775,375.5,394.28,3/8/19,20:01,Credit card,7
357,554-42-2417,TP HCM,Normal,Nữ,Sports and travel,95.44,10,47.72,954.4,1002.12,1/9/19,13:45,Cash,5
358,453-63-6187,Đà Nẵng,Normal,Nam,Electronic accessories,27.5,3,4.125,82.5,86.63,3/1/19,15:40,Ewallet,8
359,578-80-7669,Đà Nẵng,Normal,Nam,Sports and travel,74.97,1,3.7485,74.97,78.72,3/16/19,16:58,Cash,10
360,612-36-5536,TP HCM,Member,Nam,Food and beverages,80.96,8,32.384,647.68,680.06,2/17/19,11:12,Credit card,6
361,605-72-4132,TP HCM,Normal,Nữ,Food and beverages,94.47,8,37.788,755.76,793.55,2/27/19,15:12,Cash,7
362,471-41-2823,TP HCM,Normal,Nam,Food and beverages,99.79,2,9.979,199.58,209.56,3/7/19,20:37,Ewallet,8
363,462-67-9126,TP HCM,Normal,Nam,Home and lifestyle,73.22,6,21.966,439.32,461.29,1/21/19,17:44,Cash,6
364,272-27-9238,TP HCM,Normal,Nữ,Food and beverages,41.24,4,8.248,164.96,173.21,2/19/19,16:23,Cash,8
365,834-25-9262,TP HCM,Normal,Nữ,Fashion accessories,81.68,4,16.336,326.72,343.06,1/6/19,12:12,Cash,7
366,122-61-9553,TP HCM,Normal,Nữ,Electronic accessories,51.32,9,23.094,461.88,484.97,3/14/19,19:33,Cash,7
367,468-88-0009,TP HCM,Member,Nam,Home and lifestyle,65.94,4,13.188,263.76,276.95,3/24/19,10:29,Cash,7
368,613-59-9758,TP HCM,Normal,Nữ,Sports and travel,14.36,10,7.18,143.6,150.78,1/27/19,14:28,Cash,9
369,254-31-0042,TP HCM,Member,Nam,Electronic accessories,21.5,9,9.675,193.5,203.18,3/6/19,12:46,Credit card,8
370,201-86-2184,TP HCM,Member,Nữ,Electronic accessories,26.26,7,9.191,183.82,193.01,2/2/19,19:40,Cash,7
371,261-12-8671,TP HCM,Normal,Nữ,Fashion accessories,60.96,2,6.096,121.92,128.02,1/25/19,19:39,Credit card,8
372,730-70-9830,TP HCM,Normal,Nữ,Home and lifestyle,70.11,6,21.033,420.66,441.69,3/14/19,17:54,Ewallet,7
373,382-25-8917,TP HCM,Normal,Nam,Fashion accessories,42.08,6,12.624,252.48,265.1,1/29/19,12:25,Cash,7
374,422-29-8786,Hà Nội,Normal,Nữ,Home and lifestyle,67.09,5,16.7725,335.45,352.22,1/3/19,16:47,Credit card,6
375,667-23-5919,Hà Nội,Member,Nữ,Fashion accessories,96.7,5,24.175,483.5,507.68,1/14/19,12:52,Ewallet,6
376,843-01-4703,Đà Nẵng,Member,Nữ,Home and lifestyle,35.38,9,15.921,318.42,334.34,1/5/19,19:50,Credit card,7
377,743-88-1662,TP HCM,Normal,Nam,Sports and travel,95.49,7,33.4215,668.43,701.85,2/22/19,18:17,Ewallet,5
378,595-86-2894,TP HCM,Member,Nam,Fashion accessories,96.98,4,19.396,387.92,407.32,2/6/19,17:20,Ewallet,6
379,182-69-8360,TP HCM,Normal,Nữ,Electronic accessories,23.65,4,4.73,94.6,99.33,1/30/19,13:32,Credit card,8
380,289-15-7034,TP HCM,Member,Nam,Sports and travel,82.33,4,16.466,329.32,345.79,1/11/19,10:37,Credit card,7
381,462-78-5240,TP HCM,Normal,Nữ,Electronic accessories,26.61,2,2.661,53.22,55.88,3/19/19,14:35,Cash,8
382,868-52-7573,TP HCM,Normal,Nữ,Food and beverages,99.69,5,24.9225,498.45,523.37,1/14/19,12:09,Cash,7
383,153-58-4872,TP HCM,Member,Nữ,Food and beverages,74.89,4,14.978,299.56,314.54,3/1/19,15:32,Ewallet,8
384,662-72-2873,TP HCM,Normal,Nữ,Food and beverages,40.94,5,10.235,204.7,214.94,1/6/19,13:58,Ewallet,8
385,525-88-7307,TP HCM,Member,Nam,Sports and travel,75.82,1,3.791,75.82,79.61,1/31/19,13:19,Cash,7
386,689-16-9784,TP HCM,Normal,Nam,Food and beverages,46.77,6,14.031,280.62,294.65,3/11/19,13:37,Cash,7
387,725-56-0833,TP HCM,Normal,Nữ,Health and beauty,32.32,10,16.16,323.2,339.36,2/20/19,16:49,Credit card,8
388,394-41-0748,TP HCM,Member,Nữ,Fashion accessories,54.07,9,24.3315,486.63,510.96,1/27/19,14:55,Ewallet,8
389,596-42-3999,TP HCM,Normal,Nam,Food and beverages,18.22,7,6.377,127.54,133.92,3/10/19,14:04,Credit card,7
390,541-89-9860,TP HCM,Member,Nữ,Fashion accessories,80.48,3,12.072,241.44,253.51,2/15/19,12:31,Cash,7
391,173-82-9529,Đà Nẵng,Normal,Nữ,Fashion accessories,37.95,10,18.975,379.5,398.48,1/26/19,14:51,Cash,7
392,563-36-9814,Hà Nội,Member,Nam,Electronic accessories,76.82,1,3.841,76.82,80.66,2/13/19,18:27,Ewallet,7
393,308-47-4913,Hà Nội,Member,Nữ,Sports and travel,52.26,10,26.13,522.6,548.73,3/9/19,12:45,Credit card,7
394,885-17-6250,Hà Nội,Normal,Nữ,Health and beauty,79.74,1,3.987,79.74,83.73,3/6/19,10:36,Ewallet,9
395,726-27-2396,Hà Nội,Normal,Nữ,Health and beauty,77.5,5,19.375,387.5,406.88,1/24/19,20:36,Ewallet,7
396,316-01-3952,Hà Nội,Normal,Nữ,Food and beverages,54.27,5,13.5675,271.35,284.92,3/13/19,14:16,Ewallet,7
397,760-54-1821,Đà Nẵng,Normal,Nam,Home and lifestyle,13.59,9,6.1155,122.31,128.43,3/15/19,10:26,Cash,8
398,793-10-3222,Đà Nẵng,Member,Nữ,Health and beauty,41.06,6,12.318,246.36,258.68,3/5/19,13:30,Credit card,7
399,346-12-3257,Đà Nẵng,Member,Nam,Electronic accessories,19.24,9,8.658,173.16,181.82,3/4/19,16:28,Cash,7
400,110-05-6330,TP HCM,Normal,Nữ,Food and beverages,39.43,6,11.829,236.58,248.41,3/25/19,20:18,Credit card,9
401,651-61-0874,TP HCM,Normal,Nam,Home and lifestyle,46.22,4,9.244,184.88,194.12,3/12/19,20:04,Credit card,7
402,236-86-3015,TP HCM,Member,Nam,Home and lifestyle,13.98,1,0.699,13.98,14.68,2/4/19,13:38,Ewallet,8
403,831-64-0259,TP HCM,Normal,Nữ,Fashion accessories,39.75,5,9.9375,198.75,208.69,2/22/19,10:43,Ewallet,8
404,587-03-7455,TP HCM,Member,Nữ,Fashion accessories,97.79,7,34.2265,684.53,718.76,2/16/19,17:30,Ewallet,6
405,882-40-4577,Hà Nội,Member,Nam,Sports and travel,67.26,4,13.452,269.04,282.49,1/19/19,15:28,Credit card,7
406,732-67-5346,Hà Nội,Normal,Nam,Food and beverages,13.79,5,3.4475,68.95,72.4,1/11/19,19:07,Credit card,6
407,725-32-9708,TP HCM,Member,Nữ,Fashion accessories,68.71,4,13.742,274.84,288.58,1/4/19,19:01,Cash,8
408,256-08-8343,TP HCM,Normal,Nữ,Home and lifestyle,56.53,4,11.306,226.12,237.43,3/4/19,19:48,Ewallet,8
409,372-26-1506,TP HCM,Normal,Nữ,Fashion accessories,23.82,5,5.955,119.1,125.06,1/28/19,19:24,Ewallet,8
410,244-08-0162,TP HCM,Normal,Nữ,Health and beauty,34.21,10,17.105,342.1,359.21,1/2/19,13:00,Cash,6
411,569-71-4390,TP HCM,Normal,Nam,Sports and travel,21.87,2,2.187,43.74,45.93,1/25/19,14:29,Ewallet,7
412,132-23-6451,Hà Nội,Member,Nam,Health and beauty,20.97,5,5.2425,104.85,110.09,1/4/19,13:21,Cash,9
413,696-90-2548,Hà Nội,Normal,Nam,Sports and travel,25.84,3,3.876,77.52,81.4,3/10/19,18:55,Ewallet,7
414,472-15-9636,Hà Nội,Normal,Nam,Home and lifestyle,50.93,8,20.372,407.44,427.81,3/22/19,19:36,Ewallet,7
415,268-03-6164,Đà Nẵng,Normal,Nam,Health and beauty,96.11,1,4.8055,96.11,100.92,1/25/19,16:28,Ewallet,8
416,750-57-9686,TP HCM,Normal,Nữ,Home and lifestyle,45.38,4,9.076,181.52,190.6,1/8/19,13:48,Credit card,7
